name,email,facultyCode,programmeCode,regNumber,password
Phoebe Nabongo,phoebe.nabongo@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00120,Umu@2026
Andrew Kiptoo,andrew.kiptoo@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00121,Umu@2026
Matthew Mubiru,matthew.mubiru@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00122,Umu@2026
Nicholas Ajok,nicholas.ajok@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00123,Umu@2026
Jovia Peter Nakato,jovia.peter.nakato@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00124,Umu@2026
George Nabatanzi,george.nabatanzi@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00125,Umu@2026
Samuel Brian Wafula,samuel.brian.wafula@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00126,Umu@2026
Stephen Mwangi,stephen.mwangi@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00127,Umu@2026
Andrew Asiimwe,andrew.asiimwe@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00128,Umu@2026
Evarist Nankya,evarist.nankya@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00129,Umu@2026
Mark Nansubuga,mark.nansubuga@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00130,Umu@2026
Sarah Opio,sarah.opio@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00131,Umu@2026
Benjamin Muwonge,benjamin.muwonge@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00132,Umu@2026
Judith Sserunkuma,judith.sserunkuma@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00133,Umu@2026
Joseph Nankya,joseph.nankya@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00134,Umu@2026
Saudah Nakitende,saudah.nakitende@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00135,Umu@2026
Joash David Mwangi,joash.david.mwangi@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00136,Umu@2026
David Kamau,david.kamau@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00137,Umu@2026
Joseph Byaruhanga,joseph.byaruhanga@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00138,Umu@2026
Sandra Lukwiya,sandra.lukwiya@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00139,Umu@2026
Alex Kintu,alex.kintu@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00140,Umu@2026
Edward Waswa,edward.waswa@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00141,Umu@2026
Geoffrey Moses Alupo,geoffrey.moses.alupo@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00142,Umu@2026
Mary Ssali,mary.ssali@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00143,Umu@2026
Robert Nyakato,robert.nyakato@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00144,Umu@2026
Evarist Ssemanda,evarist.ssemanda@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00145,Umu@2026
Moreen Ssentongo,moreen.ssentongo@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00146,Umu@2026
Rebecca Ssekitoleko,rebecca.ssekitoleko@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00147,Umu@2026
Joseph Ronald Kigozi,joseph.ronald.kigozi@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00148,Umu@2026
George William Ssebaggala,george.william.ssebaggala@stud.umu.ac.ug,FED,BED-SCI,2025-B202-00149,Umu@2026
Hassan Mwangi,hassan.mwangi@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00150,Umu@2026
Faridah Mwangi,faridah.mwangi@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00151,Umu@2026
Ruth Alupo,ruth.alupo@stud.umu.ac.ug,FED,BED-SCI,2024-B202-00152,Umu@2026
Amos Ssemanda,amos.ssemanda@stud.umu.ac.ug,FED,BED-SCI,2023-B202-00153,Umu@2026
Ruth Asiimwe,ruth.asiimwe@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00154,Umu@2026
Uwase Mutua,uwase.mutua@stud.umu.ac.ug,FED,BED-SCI,2022-B202-00155,Umu@2026
Prossy Kakooza,prossy.kakooza@stud.umu.ac.ug,FED,BECPE,2025-B203-00001,Umu@2026
Robert Ajok,robert.ajok@stud.umu.ac.ug,FED,BECPE,2025-B203-00002,Umu@2026
Hassan Opio,hassan.opio@stud.umu.ac.ug,FED,BECPE,2022-B203-00003,Umu@2026
Juliet Kamau,juliet.kamau@stud.umu.ac.ug,FED,BECPE,2024-B203-00004,Umu@2026
Martin Birungi,martin.birungi@stud.umu.ac.ug,FED,BECPE,2024-B203-00005,Umu@2026
Elly Ssekitoleko,elly.ssekitoleko@stud.umu.ac.ug,FED,BECPE,2025-B203-00006,Umu@2026
Patrick Wandera,patrick.wandera@stud.umu.ac.ug,FED,BECPE,2024-B203-00007,Umu@2026
Brian Odongo,brian.odongo@stud.umu.ac.ug,FED,BECPE,2024-B203-00008,Umu@2026
Abraham Ssentongo,abraham.ssentongo@stud.umu.ac.ug,FED,BECPE,2024-B203-00009,Umu@2026
Mark Mbabazi,mark.mbabazi@stud.umu.ac.ug,FED,BECPE,2024-B203-00010,Umu@2026
Matia Laker,matia.laker@stud.umu.ac.ug,FED,BECPE,2024-B203-00011,Umu@2026
Thomas Adongo,thomas.adongo@stud.umu.ac.ug,FED,BECPE,2025-B203-00012,Umu@2026
Sharon Kirabo,sharon.kirabo@stud.umu.ac.ug,FED,BECPE,2023-B203-00013,Umu@2026
Rose Waswa,rose.waswa@stud.umu.ac.ug,FED,BECPE,2024-B203-00014,Umu@2026
Alex Ssekajja,alex.ssekajja@stud.umu.ac.ug,FED,BECPE,2024-B203-00015,Umu@2026
Paul Ssentongo,paul.ssentongo@stud.umu.ac.ug,FED,BECPE,2024-B203-00016,Umu@2026
Cyprian Nakamya,cyprian.nakamya@stud.umu.ac.ug,FED,BECPE,2025-B203-00017,Umu@2026
Rose Ampaire,rose.ampaire@stud.umu.ac.ug,FED,BECPE,2023-B203-00018,Umu@2026
Mark Ocen,mark.ocen@stud.umu.ac.ug,FED,BECPE,2025-B203-00019,Umu@2026
Emmanuel Namukasa,emmanuel.namukasa@stud.umu.ac.ug,FED,BECPE,2022-B203-00020,Umu@2026
Teddy Okello,teddy.okello@stud.umu.ac.ug,FED,BECPE,2022-B203-00021,Umu@2026
Mackline Wanyama,mackline.wanyama@stud.umu.ac.ug,FED,BECPE,2025-B203-00022,Umu@2026
Mirembe Atuhaire,mirembe.atuhaire@stud.umu.ac.ug,FED,BECPE,2025-B203-00023,Umu@2026
Medard Mugabi,medard.mugabi@stud.umu.ac.ug,FED,BECPE,2022-B203-00024,Umu@2026
Kenneth Mugabi,kenneth.mugabi@stud.umu.ac.ug,FED,BECPE,2023-B203-00025,Umu@2026
Emmanuel Muwonge,emmanuel.muwonge@stud.umu.ac.ug,FED,BECPE,2025-B203-00026,Umu@2026
Eric Lamunu,eric.lamunu@stud.umu.ac.ug,FED,BECPE,2024-B203-00027,Umu@2026
Paul Ndyanabo,paul.ndyanabo@stud.umu.ac.ug,FED,BECPE,2025-B203-00028,Umu@2026
Francis Laker,francis.laker@stud.umu.ac.ug,FED,BECPE,2023-B203-00029,Umu@2026
Shamim Kiguli,shamim.kiguli@stud.umu.ac.ug,FED,BECPE,2025-B203-00030,Umu@2026
Esther Nsubuga,esther.nsubuga@stud.umu.ac.ug,FED,BECPE,2024-B203-00031,Umu@2026
Jovia Sebbaale,jovia.sebbaale@stud.umu.ac.ug,FED,BECPE,2024-B203-00032,Umu@2026
Anitah Bwette,anitah.bwette@stud.umu.ac.ug,FED,BECPE,2024-B203-00033,Umu@2026
Sharon Christine Okwir,sharon.christine.okwir@stud.umu.ac.ug,FED,BECPE,2025-B203-00034,Umu@2026
Winnie Ssali,winnie.ssali@stud.umu.ac.ug,FED,BECPE,2023-B203-00035,Umu@2026
Matthew Katongole,matthew.katongole@stud.umu.ac.ug,FED,BECPE,2025-B203-00036,Umu@2026
Mirembe Namutebi,mirembe.namutebi@stud.umu.ac.ug,FED,BECPE,2023-B203-00037,Umu@2026
Alex Laker,alex.laker@stud.umu.ac.ug,FED,BECPE,2023-B203-00038,Umu@2026
Mariam Nalwoga,mariam.nalwoga@stud.umu.ac.ug,FED,BECPE,2023-B203-00039,Umu@2026
Victoria Laker,victoria.laker@stud.umu.ac.ug,FED,BECPE,2022-B203-00040,Umu@2026
Margaret Ssali,margaret.ssali@stud.umu.ac.ug,FED,BECPE,2022-B203-00041,Umu@2026
Phoebe Sserunkuma,phoebe.sserunkuma@stud.umu.ac.ug,FED,BECPE,2024-B203-00042,Umu@2026
Amina Nabongo,amina.nabongo@stud.umu.ac.ug,FED,BECPE,2024-B203-00043,Umu@2026
Harriet Kasirye,harriet.kasirye@stud.umu.ac.ug,FED,BECPE,2024-B203-00044,Umu@2026
Sandra James Kaggwa,sandra.james.kaggwa@stud.umu.ac.ug,FED,BECPE,2025-B203-00045,Umu@2026
Scovia Atuhaire,scovia.atuhaire@stud.umu.ac.ug,FED,BECPE,2024-B203-00046,Umu@2026
Florence Nabisubi,florence.nabisubi@stud.umu.ac.ug,FED,BECPE,2023-B203-00047,Umu@2026
Michael Namukasa,michael.namukasa@stud.umu.ac.ug,FED,BECPE,2023-B203-00048,Umu@2026
Nakato Nakitende,nakato.nakitende@stud.umu.ac.ug,FED,BECPE,2025-B203-00049,Umu@2026
Annet Okeyo,annet.okeyo@stud.umu.ac.ug,FED,BECPE,2025-B203-00050,Umu@2026
Shanitah Ntale,shanitah.ntale@stud.umu.ac.ug,FED,BECPE,2025-B203-00051,Umu@2026
Zainab Nakimuli,zainab.nakimuli@stud.umu.ac.ug,FED,BECPE,2025-B203-00052,Umu@2026
Samuel Bbosa,samuel.bbosa@stud.umu.ac.ug,FED,BECPE,2025-B203-00053,Umu@2026
Fatima Ssewanyana,fatima.ssewanyana@stud.umu.ac.ug,FED,BECPE,2025-B203-00054,Umu@2026
Resty Tumusiime,resty.tumusiime@stud.umu.ac.ug,FED,BECPE,2022-B203-00055,Umu@2026
Gorreti Namukasa,gorreti.namukasa@stud.umu.ac.ug,FED,BECPE,2024-B203-00056,Umu@2026
Christine Nsubuga,christine.nsubuga@stud.umu.ac.ug,FED,BECPE,2025-B203-00057,Umu@2026
Dorcus Ntale,dorcus.ntale@stud.umu.ac.ug,FED,BECPE,2023-B203-00058,Umu@2026
Mirembe Godfrey Wanyonyi,mirembe.godfrey.wanyonyi@stud.umu.ac.ug,FED,BECPE,2024-B203-00059,Umu@2026
Jacob Nakimuli,jacob.nakimuli@stud.umu.ac.ug,FED,BECPE,2023-B203-00060,Umu@2026
Teddy Cherono,teddy.cherono@stud.umu.ac.ug,FED,BECPE,2022-B203-00061,Umu@2026
Daniel Nankya,daniel.nankya@stud.umu.ac.ug,FED,BECPE,2025-B203-00062,Umu@2026
Martin Auma,martin.auma@stud.umu.ac.ug,FED,BECPE,2025-B203-00063,Umu@2026
Henry Wambui,henry.wambui@stud.umu.ac.ug,FED,BECPE,2025-B203-00064,Umu@2026
Judith Wambui,judith.wambui@stud.umu.ac.ug,FED,BECPE,2024-B203-00065,Umu@2026
Thomas Ocen,thomas.ocen@stud.umu.ac.ug,FED,BECPE,2025-B203-00066,Umu@2026
Judith Lukwiya,judith.lukwiya@stud.umu.ac.ug,FED,BECPE,2024-B203-00067,Umu@2026
Cyprian Ochieng,cyprian.ochieng@stud.umu.ac.ug,FED,BECPE,2025-B203-00068,Umu@2026
Michael Kigozi,michael.kigozi@stud.umu.ac.ug,FED,BECPE,2024-B203-00069,Umu@2026
Fatima Nsubuga,fatima.nsubuga@stud.umu.ac.ug,FED,BECPE,2022-B203-00070,Umu@2026
Jovia Mbabazi,jovia.mbabazi@stud.umu.ac.ug,FED,BECPE,2025-B203-00071,Umu@2026
Joash Bahati,joash.bahati@stud.umu.ac.ug,FED,BECPE,2025-B203-00072,Umu@2026
Emmanuel Wasike,emmanuel.wasike@stud.umu.ac.ug,FED,BECPE,2025-B203-00073,Umu@2026
John Saleh,john.saleh@stud.umu.ac.ug,FED,BECPE,2023-B203-00074,Umu@2026
Anitah Tumusiime,anitah.tumusiime@stud.umu.ac.ug,FED,BECPE,2022-B203-00075,Umu@2026
Abraham Musoke,abraham.musoke@stud.umu.ac.ug,FED,BECPE,2025-B203-00076,Umu@2026
Clare Ssentongo,clare.ssentongo@stud.umu.ac.ug,FED,BECPE,2025-B203-00077,Umu@2026
Harriet Nabirye,harriet.nabirye@stud.umu.ac.ug,FED,BECPE,2024-B203-00078,Umu@2026
Kenneth Nabulya,kenneth.nabulya@stud.umu.ac.ug,FED,BECPE,2024-B203-00079,Umu@2026
Joy Nakayima,joy.nakayima@stud.umu.ac.ug,FED,BECPE,2025-B203-00080,Umu@2026
Immaculate Ssebulime,immaculate.ssebulime@stud.umu.ac.ug,FED,BECPE,2025-B203-00081,Umu@2026
Nathan Kigozi,nathan.kigozi@stud.umu.ac.ug,FED,BECPE,2022-B203-00082,Umu@2026
Mackline Laker,mackline.laker@stud.umu.ac.ug,FED,BECPE,2024-B203-00083,Umu@2026
Joash Juma,joash.juma@stud.umu.ac.ug,FED,BECPE,2025-B203-00084,Umu@2026
Betty Tendo,betty.tendo@stud.umu.ac.ug,FED,BECPE,2023-B203-00085,Umu@2026
Elly Ochieng,elly.ochieng@stud.umu.ac.ug,FED,BECPE,2024-B203-00086,Umu@2026
Ambrose Najjuma,ambrose.najjuma@stud.umu.ac.ug,FED,BECPE,2025-B203-00087,Umu@2026
Hadijah Akello,hadijah.akello@stud.umu.ac.ug,FED,BECPE,2025-B203-00088,Umu@2026
Resty Chebet,resty.chebet@stud.umu.ac.ug,FED,BECPE,2023-B203-00089,Umu@2026
Samuel Ssemanda,samuel.ssemanda@stud.umu.ac.ug,FED,BECPE,2024-B203-00090,Umu@2026
Peninah Nanyonjo,peninah.nanyonjo@stud.umu.ac.ug,FED,BECPE,2025-B203-00091,Umu@2026
Rebecca Okwir,rebecca.okwir@stud.umu.ac.ug,FED,BECPE,2025-B203-00092,Umu@2026
Dorcus Wandera,dorcus.wandera@stud.umu.ac.ug,FED,BECPE,2023-B203-00093,Umu@2026
Moreen Ocen,moreen.ocen@stud.umu.ac.ug,FED,BECPE,2024-B203-00094,Umu@2026
Loyce Asiimwe,loyce.asiimwe@stud.umu.ac.ug,FED,BECPE,2023-B203-00095,Umu@2026
Agnes Bwette,agnes.bwette@stud.umu.ac.ug,FED,BECPE,2023-B203-00096,Umu@2026
Nathan Adongo,nathan.adongo@stud.umu.ac.ug,FED,BECPE,2024-B203-00097,Umu@2026
Benjamin Wambui,benjamin.wambui@stud.umu.ac.ug,FED,BECPE,2024-B203-00098,Umu@2026
Hadijah David Cherono,hadijah.david.cherono@stud.umu.ac.ug,FED,BECPE,2022-B203-00099,Umu@2026
Christopher Adongo,christopher.adongo@stud.umu.ac.ug,FED,BECPE,2025-B203-00100,Umu@2026
Kenneth Wambui,kenneth.wambui@stud.umu.ac.ug,FED,BECPE,2024-B203-00101,Umu@2026
Jackson Ouma,jackson.ouma@stud.umu.ac.ug,FED,BECPE,2024-B203-00102,Umu@2026
Joseph Nabatanzi,joseph.nabatanzi@stud.umu.ac.ug,FED,BECPE,2025-B203-00103,Umu@2026
Peter Mwangi,peter.mwangi@stud.umu.ac.ug,FED,BECPE,2024-B203-00104,Umu@2026
Nicholas Wambui,nicholas.wambui@stud.umu.ac.ug,FED,BECPE,2024-B203-00105,Umu@2026
Prossy Nalwoga,prossy.nalwoga@stud.umu.ac.ug,FED,BECPE,2024-B203-00106,Umu@2026
Peninah Okello,peninah.okello@stud.umu.ac.ug,FED,BECPE,2022-B203-00107,Umu@2026
Emmanuel Ssebaggala,emmanuel.ssebaggala@stud.umu.ac.ug,FED,BECPE,2025-B203-00108,Umu@2026
Brenda Namaganda,brenda.namaganda@stud.umu.ac.ug,FED,BECPE,2024-B203-00109,Umu@2026
Florence Ndyanabo,florence.ndyanabo@stud.umu.ac.ug,FED,BECPE,2025-B203-00110,Umu@2026
Dorcus Asiimwe,dorcus.asiimwe@stud.umu.ac.ug,FED,BECPE,2022-B203-00111,Umu@2026
Margaret Otieno,margaret.otieno@stud.umu.ac.ug,FED,BECPE,2025-B203-00112,Umu@2026
Clare Mwangi,clare.mwangi@stud.umu.ac.ug,FED,BECPE,2025-B203-00113,Umu@2026
Benjamin Kasule,benjamin.kasule@stud.umu.ac.ug,FED,BECPE,2025-B203-00114,Umu@2026
Saudah Kasule,saudah.kasule@stud.umu.ac.ug,FED,BECPE,2022-B203-00115,Umu@2026
Florence Byaruhanga,florence.byaruhanga@stud.umu.ac.ug,FED,BECPE,2024-B203-00116,Umu@2026
Medard Namuli,medard.namuli@stud.umu.ac.ug,FED,BECPE,2025-B203-00117,Umu@2026
Anthony Ayebare,anthony.ayebare@stud.umu.ac.ug,FED,BECPE,2022-B203-00118,Umu@2026
Joash Nakato,joash.nakato@stud.umu.ac.ug,FED,BECPE,2023-B203-00119,Umu@2026
Sylvia Ssali,sylvia.ssali@stud.umu.ac.ug,FED,BECPE,2023-B203-00120,Umu@2026
Joash Kaggwa,joash.kaggwa@stud.umu.ac.ug,FED,BECPE,2023-B203-00121,Umu@2026
Clare Adhiambo,clare.adhiambo@stud.umu.ac.ug,FED,BECPE,2022-B203-00122,Umu@2026
Nakato Okeyo,nakato.okeyo@stud.umu.ac.ug,FED,BECPE,2023-B203-00123,Umu@2026
Judith Nakitende,judith.nakitende@stud.umu.ac.ug,FED,BECPE,2025-B203-00124,Umu@2026
Amina Musoke,amina.musoke@stud.umu.ac.ug,FED,BECPE,2025-B203-00125,Umu@2026
Allen Muwonge,allen.muwonge@stud.umu.ac.ug,FED,BECPE,2024-B203-00126,Umu@2026
Sylvia Kamau,sylvia.kamau@stud.umu.ac.ug,FED,BECPE,2024-B203-00127,Umu@2026
Annet Namutebi,annet.namutebi@stud.umu.ac.ug,FED,BECPE,2025-B203-00128,Umu@2026
Kenneth Akello,kenneth.akello@stud.umu.ac.ug,FED,BECPE,2024-B203-00129,Umu@2026
Elly Namirimu,elly.namirimu@stud.umu.ac.ug,FED,BECPE,2024-B203-00130,Umu@2026
Harriet Paul Tendo,harriet.paul.tendo@stud.umu.ac.ug,FED,BECPE,2024-B203-00131,Umu@2026
Catherine Ssebaggala,catherine.ssebaggala@stud.umu.ac.ug,FED,BECPE,2023-B203-00132,Umu@2026
Joseph Ssewanyana,joseph.ssewanyana@stud.umu.ac.ug,FED,BECPE,2024-B203-00133,Umu@2026
Halima Kasule,halima.kasule@stud.umu.ac.ug,FED,BECPE,2022-B203-00134,Umu@2026
Paul Wambui,paul.wambui@stud.umu.ac.ug,FED,BECPE,2023-B203-00135,Umu@2026
George Wafula,george.wafula@stud.umu.ac.ug,FED,BECPE,2024-B203-00136,Umu@2026
Sandra Kayiwa,sandra.kayiwa@stud.umu.ac.ug,FED,BECPE,2022-B203-00137,Umu@2026
Dorcus Andrew Ocen,dorcus.andrew.ocen@stud.umu.ac.ug,FED,BECPE,2023-B203-00138,Umu@2026
Ivan Nabisubi,ivan.nabisubi@stud.umu.ac.ug,FED,BECPE,2024-B203-00139,Umu@2026
Hassan Najjuma,hassan.najjuma@stud.umu.ac.ug,FED,BECPE,2025-B203-00140,Umu@2026
Marion Wandera,marion.wandera@stud.umu.ac.ug,FED,BECPE,2024-B203-00141,Umu@2026
Prossy Kasirye,prossy.kasirye@stud.umu.ac.ug,FED,BECPE,2025-B203-00142,Umu@2026
Florence Obote,florence.obote@stud.umu.ac.ug,FED,BECPE,2022-B203-00143,Umu@2026
Gerald Kato,gerald.kato@stud.umu.ac.ug,FED,BECPE,2023-B203-00144,Umu@2026
Tonny Obote,tonny.obote@stud.umu.ac.ug,FED,BECPE,2023-B203-00145,Umu@2026
Matia Godfrey Alupo,matia.godfrey.alupo@stud.umu.ac.ug,FED,BECPE,2025-B203-00146,Umu@2026
Nathan Bbosa,nathan.bbosa@stud.umu.ac.ug,FED,BECPE,2025-B203-00147,Umu@2026
Shamim Odongo,shamim.odongo@stud.umu.ac.ug,FED,BECPE,2022-B203-00148,Umu@2026
Harold Amone,harold.amone@stud.umu.ac.ug,FED,BECPE,2024-B203-00149,Umu@2026
Mary Ronald Ouma,mary.ronald.ouma@stud.umu.ac.ug,FED,BECPE,2022-B203-00150,Umu@2026
Scovia Kasule,scovia.kasule@stud.umu.ac.ug,FED,BECPE,2024-B203-00151,Umu@2026
Judith Moses Nsubuga,judith.moses.nsubuga@stud.umu.ac.ug,FED,BECPE,2023-B203-00152,Umu@2026
Annet Ssebaggala,annet.ssebaggala@stud.umu.ac.ug,FED,BECPE,2022-B203-00153,Umu@2026
William Natukunda,william.natukunda@stud.umu.ac.ug,FED,BECPE,2022-B203-00154,Umu@2026
Rashidah Lamunu,rashidah.lamunu@stud.umu.ac.ug,FED,BECPE,2023-B203-00155,Umu@2026
Agnes Laker,agnes.laker@stud.umu.ac.ug,FED,PGDE,2023-B204-00001,Umu@2026
Diana Chebet,diana.chebet@stud.umu.ac.ug,FED,PGDE,2025-B204-00002,Umu@2026
Jackson Namutebi,jackson.namutebi@stud.umu.ac.ug,FED,PGDE,2025-B204-00003,Umu@2026
Geoffrey Grace Okwir,geoffrey.grace.okwir@stud.umu.ac.ug,FED,PGDE,2025-B204-00004,Umu@2026
Sandra Twinomugisha,sandra.twinomugisha@stud.umu.ac.ug,FED,PGDE,2022-B204-00005,Umu@2026
Sarah Namuli,sarah.namuli@stud.umu.ac.ug,FED,PGDE,2024-B204-00006,Umu@2026
Deogratius Wanyama,deogratius.wanyama@stud.umu.ac.ug,FED,PGDE,2025-B204-00007,Umu@2026
Scovia Kakooza,scovia.kakooza@stud.umu.ac.ug,FED,PGDE,2025-B204-00008,Umu@2026
Godfrey Byaruhanga,godfrey.byaruhanga@stud.umu.ac.ug,FED,PGDE,2025-B204-00009,Umu@2026
Zainab Tumwebaze,zainab.tumwebaze@stud.umu.ac.ug,FED,PGDE,2025-B204-00010,Umu@2026
Geoffrey Akena,geoffrey.akena@stud.umu.ac.ug,FED,PGDE,2025-B204-00011,Umu@2026
Immaculate Lubega,immaculate.lubega@stud.umu.ac.ug,FED,PGDE,2025-B204-00012,Umu@2026
Hassan Obote,hassan.obote@stud.umu.ac.ug,FED,PGDE,2024-B204-00013,Umu@2026
Judith Mwesigwa,judith.mwesigwa@stud.umu.ac.ug,FED,PGDE,2022-B204-00014,Umu@2026
Ivan Namukasa,ivan.namukasa@stud.umu.ac.ug,FED,PGDE,2025-B204-00015,Umu@2026
Vincent Mugisha,vincent.mugisha@stud.umu.ac.ug,FED,PGDE,2025-B204-00016,Umu@2026
John Adongo,john.adongo@stud.umu.ac.ug,FED,PGDE,2024-B204-00017,Umu@2026
Dennis Ssali,dennis.ssali@stud.umu.ac.ug,FED,PGDE,2022-B204-00018,Umu@2026
Olivia Nabisubi,olivia.nabisubi@stud.umu.ac.ug,FED,PGDE,2023-B204-00019,Umu@2026
James Nabirye,james.nabirye@stud.umu.ac.ug,FED,PGDE,2023-B204-00020,Umu@2026
Joseph Isaac Kigozi,joseph.isaac.kigozi@stud.umu.ac.ug,FED,PGDE,2025-B204-00021,Umu@2026
Anitah Ssewanyana,anitah.ssewanyana@stud.umu.ac.ug,FED,PGDE,2023-B204-00022,Umu@2026
Eric Ndyanabo,eric.ndyanabo@stud.umu.ac.ug,FED,PGDE,2022-B204-00023,Umu@2026
Brenda Kaggwa,brenda.kaggwa@stud.umu.ac.ug,FED,PGDE,2024-B204-00024,Umu@2026
Jackson Aguti,jackson.aguti@stud.umu.ac.ug,FED,PGDE,2023-B204-00025,Umu@2026
Vincent Mbabazi,vincent.mbabazi@stud.umu.ac.ug,FED,PGDE,2023-B204-00026,Umu@2026
Matthew Ssekitoleko,matthew.ssekitoleko@stud.umu.ac.ug,FED,PGDE,2024-B204-00027,Umu@2026
Vincent Amone,vincent.amone@stud.umu.ac.ug,FED,PGDE,2024-B204-00028,Umu@2026
Faridah Namirimu,faridah.namirimu@stud.umu.ac.ug,FED,PGDE,2024-B204-00029,Umu@2026
Julius Laker,julius.laker@stud.umu.ac.ug,FED,PGDE,2024-B204-00030,Umu@2026
Olivia Sserwadda,olivia.sserwadda@stud.umu.ac.ug,FED,PGDE,2023-B204-00031,Umu@2026
Alice Amone,alice.amone@stud.umu.ac.ug,FED,PGDE,2025-B204-00032,Umu@2026
Marion Kasule,marion.kasule@stud.umu.ac.ug,FED,PGDE,2024-B204-00033,Umu@2026
Florence Kato,florence.kato@stud.umu.ac.ug,FED,PGDE,2024-B204-00034,Umu@2026
Annet Birungi,annet.birungi@stud.umu.ac.ug,FED,PGDE,2022-B204-00035,Umu@2026
Joy Kasirye,joy.kasirye@stud.umu.ac.ug,FED,PGDE,2025-B204-00036,Umu@2026
Charles Twinomugisha,charles.twinomugisha@stud.umu.ac.ug,FED,PGDE,2024-B204-00037,Umu@2026
Stella Nansubuga,stella.nansubuga@stud.umu.ac.ug,FED,PGDE,2022-B204-00038,Umu@2026
Henry Sebbaale,henry.sebbaale@stud.umu.ac.ug,FED,PGDE,2022-B204-00039,Umu@2026
Evarist Kakooza,evarist.kakooza@stud.umu.ac.ug,FED,PGDE,2022-B204-00040,Umu@2026
Christine Kayiwa,christine.kayiwa@stud.umu.ac.ug,FED,PGDE,2024-B204-00041,Umu@2026
Faridah David Nakitende,faridah.david.nakitende@stud.umu.ac.ug,FED,PGDE,2022-B204-00042,Umu@2026
Livingstone Martha Ocen,livingstone.martha.ocen@stud.umu.ac.ug,FED,PGDE,2024-B204-00043,Umu@2026
Rachel Vincent Akello,rachel.vincent.akello@stud.umu.ac.ug,FED,PGDE,2024-B204-00044,Umu@2026
Patrick Ssentongo,patrick.ssentongo@stud.umu.ac.ug,FED,PGDE,2025-B204-00045,Umu@2026
Victoria Muwonge,victoria.muwonge@stud.umu.ac.ug,FED,PGDE,2024-B204-00046,Umu@2026
Josephine Omoding,josephine.omoding@stud.umu.ac.ug,FED,PGDE,2022-B204-00047,Umu@2026
Scovia Patricia Akena,scovia.patricia.akena@stud.umu.ac.ug,FED,PGDE,2023-B204-00048,Umu@2026
Mark Mubiru,mark.mubiru@stud.umu.ac.ug,FED,PGDE,2025-B204-00049,Umu@2026
Christine Mwesigwa,christine.mwesigwa@stud.umu.ac.ug,FED,PGDE,2022-B204-00050,Umu@2026
Mary Mwangi,mary.mwangi@stud.umu.ac.ug,FED,PGDE,2024-B204-00051,Umu@2026
Robert Najjuma,robert.najjuma@stud.umu.ac.ug,FED,PGDE,2023-B204-00052,Umu@2026
Agnes Rose Namutebi,agnes.rose.namutebi@stud.umu.ac.ug,FED,PGDE,2023-B204-00053,Umu@2026
Umutoni Saleh,umutoni.saleh@stud.umu.ac.ug,FED,PGDE,2025-B204-00054,Umu@2026
Mirembe Juma,mirembe.juma@stud.umu.ac.ug,FED,PGDE,2023-B204-00055,Umu@2026
Halima Mukasa,halima.mukasa@stud.umu.ac.ug,FED,PGDE,2023-B204-00056,Umu@2026
Henry Nyambura,henry.nyambura@stud.umu.ac.ug,FED,PGDE,2023-B204-00057,Umu@2026
Judith Noel Lukwiya,judith.noel.lukwiya@stud.umu.ac.ug,FED,PGDE,2025-B204-00058,Umu@2026
Godfrey Sserwadda,godfrey.sserwadda@stud.umu.ac.ug,FED,PGDE,2025-B204-00059,Umu@2026
Evarist Najjuma,evarist.najjuma@stud.umu.ac.ug,FED,PGDE,2022-B204-00060,Umu@2026
Samuel Namutebi,samuel.namutebi@stud.umu.ac.ug,FED,PGDE,2023-B204-00061,Umu@2026
Joseph Bwette,joseph.bwette@stud.umu.ac.ug,FED,PGDE,2024-B204-00062,Umu@2026
